read,0,1024
skip,1024,187
read,1211,1024
skip,2235,60
read,2295,1024
skip,3319,1176
read,4495,1024
skip,5519,1528
read,7047,1024
skip,8071,60
read,8131,1024
skip,9155,1176
read,10331,1024
skip,11355,1528
read,12883,1024
skip,13907,71
read,13978,1024
skip,15002,1176
read,16178,1024
skip,17202,1528
read,18730,1024
read,19754,1024
skip,20778,131
read,20909,1024
skip,21933,1528
read,23461,1024
skip,24485,71
read,24556,1024
skip,25580,60
read,25640,1024
skip,26664,1176
read,27840,2
