url	citing_bundled_sources	verification_status
https://raw.githubusercontent.com/libjpeg-turbo/libjpeg-turbo/main/src/jdhuff.c	sources/proposals/Demuxe_R289_R294_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/libjpeg-turbo/libjpeg-turbo/main/src/jdhuff.h	sources/proposals/Demuxe_R289_R294_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/libjxl/libjxl/v0.11.1/lib/include/jxl/encode.h	sources/reports/R146-R158-report.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/madler/zlib/master/examples/gzjoin.c	sources/proposals/Demuxe_R343_R347_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/madler/zlib/v1.3.1/examples/zran.c	sources/reports/R146-R158-report.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/paullouisageneau/libdatachannel/master/examples/streamer/README.md	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/pnggroup/libpng/libpng16/pngrutil.c	sources/proposals/Demuxe_R343_R347_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/qhull/qhull/master/html/qh-impre.htm	sources/proposals/Demuxe_R313_R317_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/tc39/ecma262/main/spec.html	sources/proposals/Demuxe_R295_R300_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/xiph/flac/master/src/libFLAC/fixed.c	sources/proposals/Demuxe_R295_R300_Proposals.md; sources/proposals/Demuxe_R338_R342_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/xiph/ogg/master/src/framing.c	sources/proposals/Demuxe_R301_R306_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://raw.githubusercontent.com/xiph/opus/main/include/opus.h	sources/proposals/Demuxe_R301_R306_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://streams.spec.whatwg.org/	sources/proposals/Demuxe_Routing_Optimization_Ideas.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://videojs.org/blog/inband-captions-support-with-vhs	sources/proposals/Demuxe_R58_R69_Research_Backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://w3c.github.io/ServiceWorker/	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://w3c.github.io/media-source/	sources/proposals/Demuxe_Routing_Optimization_Ideas.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://w3c.github.io/webcodecs/	sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://web.dev/articles/mse-seamless-playback	sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://web.dev/articles/webassembly-performance-patterns-for-web-apps	sources/proposals/Demuxe_Routing_Optimization_Ideas.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://webassembly.github.io/spec/core/valid/index.html	sources/proposals/Demuxe_R289_R294_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://webassembly.github.io/spec/js-api/index.html	sources/proposals/Demuxe_R353_R357_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://wicg.github.io/video-rvfc/	sources/proposals/Demuxe_R58_R69_Research_Backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://wiki.gpac.io/Filters/hevcmerge/	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://wiki.gpac.io/Filters/tilesplit/	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://wiki.gpac.io/MP4Box/mp4box-dash-opts/	sources/proposals/Demuxe_R348_R352_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://wiki.webmproject.org/alpha-channel	sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.chromium.org/audio-video/	sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.ffmpeg.org/ffmpeg-bitstream-filters.html	sources/proposals/Demuxe_Routing_Optimization_Ideas.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.ffmpeg.org/ffmpeg-filters.html	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.ffmpeg.org/ffmpeg-formats.html	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.hhi.fraunhofer.de/en/departments/vca/research-groups/video-coding-technologies/research-topics/past-research-topics/mvc-extension-of-h264-avc.html	sources/proposals/Demuxe_R307_R312_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.matroska.org/technical/elements.html	sources/proposals/Demuxe_R358_R362_Proposals.md; sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.matroska.org/technical/notes.html	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.rfc-editor.org/rfc/rfc1951.html	sources/proposals/Demuxe_R343_R347_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.rfc-editor.org/rfc/rfc3551.html#section-4.5.14	sources/proposals/Demuxe_R307_R312_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.rfc-editor.org/rfc/rfc7845.html	sources/proposals/R102-R115-research-backlog.md; sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.rfc-editor.org/rfc/rfc8216.html	sources/proposals/Demuxe_R363_R366_Proposals.md; sources/proposals/R88-R101-research-backlog.md; sources/reports/R363-R366-report.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.rfc-editor.org/rfc/rfc9110.html	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.rfc-editor.org/rfc/rfc9639.html	sources/proposals/Demuxe_R295_R300_Proposals.md; sources/proposals/Demuxe_R307_R312_Proposals.md; sources/proposals/Demuxe_R338_R342_Proposals.md; sources/proposals/Demuxe_R353_R357_Proposals.md; sources/proposals/Demuxe_Routing_Optimization_Ideas.md; sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/Graphics/GIF/spec-gif89a.txt	sources/proposals/Demuxe_R313_R317_Proposals.md; sources/proposals/Demuxe_R363_R366_Proposals.md; sources/reports/R363-R366-report.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/2026/WD-media-source-2-20260807/	sources/proposals/Demuxe_R353_R357_Proposals.md; sources/proposals/Demuxe_R43_R57_Experiment_Backlog.md; sources/proposals/Demuxe_R58_R69_Research_Backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/FileAPI/	sources/proposals/Demuxe_R43_R57_Experiment_Backlog.md; sources/proposals/Demuxe_R58_R69_Research_Backlog.md; sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/WGSL/	sources/proposals/Demuxe_R301_R306_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/compositing-1/	sources/proposals/Demuxe_R358_R362_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/media-source-2/	sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/mediacapture-transform/	sources/proposals/Demuxe_Routing_Optimization_Ideas.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/mse-byte-stream-format-isobmff/	sources/proposals/Demuxe_R295_R300_Proposals.md; sources/proposals/Demuxe_R348_R352_Proposals.md; sources/proposals/Demuxe_R43_R57_Experiment_Backlog.md; sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md; sources/proposals/R102-R115-research-backlog.md; sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/mse-byte-stream-format-mpeg-audio/	sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/mse-byte-stream-format-registry/	sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/mse-byte-stream-format-webm/	sources/proposals/Demuxe_R43_R57_Experiment_Backlog.md; sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/png-3/	sources/proposals/Demuxe_R343_R347_Proposals.md; sources/proposals/Demuxe_R358_R362_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webaudio-1.0/	sources/proposals/Demuxe_R43_R57_Experiment_Backlog.md; sources/proposals/Demuxe_R58_R69_Research_Backlog.md; sources/proposals/Demuxe_Routing_Optimization_Ideas.md; sources/reports/R146-R158-report.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webaudio/	sources/proposals/Demuxe_R301_R306_Proposals.md; sources/proposals/Demuxe_R338_R342_Proposals.md; sources/proposals/Demuxe_R343_R347_Proposals.md; sources/proposals/Demuxe_R363_R366_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webcodecs-aac-codec-registration/	sources/proposals/Demuxe_R343_R347_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webcodecs-av1-codec-registration/	sources/proposals/Demuxe_R301_R306_Proposals.md; sources/proposals/Demuxe_R348_R352_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webcodecs-avc-codec-registration/	sources/proposals/Demuxe_R289_R294_Proposals.md; sources/proposals/Demuxe_R307_R312_Proposals.md; sources/proposals/Demuxe_R358_R362_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webcodecs-vp9-codec-registration/	sources/proposals/Demuxe_R332_R337_Proposals.md; sources/proposals/R88-R101-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webcodecs/	sources/proposals/Demuxe_R289_R294_Proposals.md; sources/proposals/Demuxe_R332_R337_Proposals.md; sources/proposals/Demuxe_R358_R362_Proposals.md; sources/proposals/Demuxe_Routing_Optimization_Ideas.md; sources/reports/R239-R246-report.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webcrypto/	sources/proposals/Demuxe_R289_R294_Proposals.md; sources/proposals/Demuxe_R307_R312_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webrtc/	sources/proposals/R102-R115-research-backlog.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://www.w3.org/TR/webvtt1/	sources/proposals/Demuxe_Sandbox_Experiment_Addendum.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://xiph.org/ogg/doc/framing.html	sources/proposals/Demuxe_R301_R306_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
https://zlib.net/manual.html	sources/proposals/Demuxe_R301_R306_Proposals.md; sources/proposals/Demuxe_R343_R347_Proposals.md	PRESERVED_REFERENCE_NOT_REVALIDATED_IN_THIS_PACKAGING_PASS
