  PID  %CPU COMM
  659   0.0 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
  669   0.0 /usr/libexec/rapportd
  673   0.0 /usr/sbin/usernoted
  674   0.0 /System/Library/CoreServices/lockoutagent
  679   0.0 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
  686   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
  688   0.0 /usr/libexec/sharingd
  699   0.0 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  700   0.0 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  701   0.0 /System/Library/CoreServices/SubmitDiagInfo
  702   0.0 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  703   0.0 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  704   0.0 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  707   0.0 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
  713   0.0 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  716   0.0 /usr/sbin/filecoordinationd
  717   0.0 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  719   0.0 automountd
  721   0.0 /System/Library/CoreServices/sharedfilelistd
  723   0.0 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
  728   0.0 /usr/libexec/ContinuityCaptureAgent
  730   0.0 /Library/Application Support/Adobe/Adobe OS Extension/Creative Cloud.app/Contents/PlugIns/Adobe Context Menu Extension.appex/Contents/MacOS/Adobe Context Menu Extension
  738   0.0 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  740   0.0 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
  744   0.0 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  746   0.0 /usr/libexec/rosetta/oahd
  749   0.0 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  750   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  754   0.0 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  758   0.0 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  759   0.0 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  767   0.0 /usr/libexec/nearbyd
  770   0.0 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
  771   0.0 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync
  773   0.0 /System/Library/ExtensionKit/Extensions/WallpaperMacintoshExtension.appex/Contents/MacOS/WallpaperMacintoshExtension
  776   0.0 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  777   0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  778   0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
  792   0.0 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  796   0.0 /usr/sbin/distnoted
  797   0.0 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  801   0.0 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  802   0.0 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  814   0.0 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  815   0.0 /usr/libexec/avconferenced
  863   0.0 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  881   0.0 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  912   0.0 /System/Applications/Notes.app/Contents/PlugIns/com.apple.Notes.WidgetExtension.appex/Contents/MacOS/com.apple.Notes.WidgetExtension
  931   0.0 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  952   0.0 /System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutsWidgetExtension.appex/Contents/MacOS/ShortcutsWidgetExtension
  990   0.0 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension
 1050   0.0 /System/Applications/Tips.app/Contents/PlugIns/TipsWidgetExtension.appex/Contents/MacOS/TipsWidgetExtension
 1130   0.0 /System/Library/CoreServices/talagentd
 1269   0.0 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariWidgetExtension.appex/Contents/MacOS/SafariWidgetExtension
 1271   0.0 /usr/sbin/distnoted
 1279   0.0 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
 1288   0.0 /System/Library/Image Capture/Support/icdd
 1292   0.0 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 1293   0.1 /Users/jagatranvo/.hermes/hermes-agent/venv/bin/python
 1297   0.0 /System/Library/CoreServices/diagnostics_agent
 1298   0.0 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 1301   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1307   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1312   0.0 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1316   0.0 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
 1325   0.0 /usr/libexec/milod
 1328   0.0 /usr/sbin/distnoted
 1335   0.0 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
 1337   0.0 /usr/sbin/distnoted
 1343   0.0 /System/Applications/News.app/Contents/PlugIns/NewsTag.appex/Contents/MacOS/NewsTag
 1345   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
 1347   0.0 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker
 1351   0.0 /System/Applications/Weather.app/Contents/PlugIns/WeatherIntents.appex/Contents/MacOS/WeatherIntents
 1354   0.0 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems
 1360   0.0 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
 1361   0.0 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets
 1500   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
 1548   0.0 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople
 1550   0.0 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension
 1551   0.0 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
 1552   0.0 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
 1554   0.0 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget
 1557   0.0 /System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension
 1558   0.0 /System/Applications/VoiceMemos.app/Contents/PlugIns/RecordWidgetExtension.appex/Contents/MacOS/RecordWidgetExtension
 1559   0.0 /System/Applications/News.app/Contents/PlugIns/NewsTodayIntents.appex/Contents/MacOS/NewsTodayIntents
 1560   0.0 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension
 1561   0.0 /System/Applications/News.app/Contents/PlugIns/NewsToday2.appex/Contents/MacOS/NewsToday2
 1562   0.0 /System/Library/PrivateFrameworks/MobileTimer.framework/PlugIns/MobileTimerIntents.appex/Contents/MacOS/MobileTimerIntents
 1563   0.0 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension
 1565   0.0 /System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget
 1568   0.0 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure
 1570   0.0 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
 1573   0.0 /usr/sbin/distnoted
 1575   0.0 /System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension
 1576   0.0 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
 1611   0.0 /usr/sbin/distnoted
 1634   0.0 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/MacOS/Adobe Desktop Service
 1646   0.0 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud Helper.app/Contents/MacOS/Creative Cloud Helper
 1658   0.0 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/MacOS/Core Sync
 1709   0.0 /usr/sbin/systemstats
 1731   0.0 /usr/sbin/distnoted
 1761   0.0 /System/Library/CoreServices/CrashReporterSupportHelper
 1824   0.0 /System/Library/PrivateFrameworks/People.framework/peopled
 1830   0.0 /usr/libexec/tipsd
 1857   0.0 /usr/sbin/distnoted
 1881   0.0 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
 4090  32.3 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
 6356   0.0 /usr/bin/ssh-agent
 6745   0.0 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 6746   0.0 /usr/sbin/distnoted
 8680   0.0 /Applications/CuaDriver.app/Contents/MacOS/cua-driver
11306   0.2 /Applications/Cline.app/Contents/MacOS/code-sidecar
11931   1.3 /usr/libexec/trustd
11974   0.0 /usr/sbin/cfprefsd
11983   0.0 /usr/libexec/containermanagerd
12032   0.0 /usr/libexec/nsurlsessiond
12219   0.0 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
12665   2.2 /usr/libexec/trustd
12745   0.0 /usr/libexec/ospredictiond
12752   0.0 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
12763   0.0 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
12782   0.0 /System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd
12797   0.0 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
12798   0.0 /usr/libexec/nfcd
12799   0.0 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
12803   0.0 /System/Library/CoreServices/audioaccessoryd
12835   0.0 /usr/libexec/gamepolicyd
12852   0.0 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
12866   0.0 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
12928   0.0 /usr/sbin/WirelessRadioManagerd
13333   0.0 /usr/libexec/replayd
13339   0.0 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter
13419   0.0 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
13433   7.2 /Applications/Firefox.app/Contents/MacOS/firefox
13437   0.0 /Applications/Firefox.app/Contents/MacOS/crashhelper
13440   0.0 /Applications/Firefox.app/Contents/MacOS/gpu-helper.app/Contents/MacOS/Firefox GPU Helper
13442   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13444   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13445   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13449   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
13450  16.8 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13456   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13458   1.5 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13459   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13495   0.0 /System/Library/PrivateFrameworks/HearingCore.framework/heard
13509   1.2 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13511   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
13525   0.0 /usr/libexec/audioanalyticsd
13528   0.0 /usr/libexec/rtcreportingd
13998   0.0 /usr/libexec/powerexperienced
14028   0.0 node
14107   0.0 /Users/jagatranvo/.nvm/versions/node/v23.5.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
14123   0.0 /usr/libexec/mobileassetd
14124   0.0 /System/Library/PrivateFrameworks/MobileAssetDaemon.framework/Versions/A/XPCServices/com.apple.MobileAsset.DownloadService.Builtin.xpc/Contents/MacOS/com.apple.MobileAsset.DownloadService.Builtin
14125   0.0 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
14154   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
14155   0.0 /Users/jagatranvo/.local/bin/cua-driver
14577   0.0 /usr/libexec/online-auth-agent
14579   0.0 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
14580   0.0 /usr/libexec/triald_system
14581   0.0 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
14582   0.0 /System/Library/CoreServices/osanalyticshelper
14583   0.0 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
14649   0.0 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
14650   0.0 /usr/libexec/assessmentagent
14656   0.0 /usr/libexec/feedbackd
15361   0.0 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
15363   0.0 /usr/libexec/nsurlsessiond
15364   0.0 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
15365   0.0 /usr/libexec/usermanagerd
15372   0.0 /usr/libexec/neagent
15373   0.0 /usr/libexec/sysmond
15374   0.0 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
15375   0.0 /System/Library/PrivateFrameworks/CoreADI.framework/adid
15376   0.0 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
15785   0.0 /Users/jagatranvo/.nvm/versions/node/v23.5.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
16048   0.0 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
16051   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/chrome_crashpad_handler
16056   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
16057   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
16058   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
16070   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
16888   0.0 /usr/libexec/nehelper
18260   0.0 /usr/libexec/findmybeaconingd
18420   0.0 /usr/libexec/dmd
18427   0.0 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
18465   0.0 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
18901   0.0 /Users/jagatranvo/.nvm/versions/node/v23.5.0/bin/node
18998   0.0 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
19064   0.0 /usr/libexec/knowledge-agent
19435   0.0 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
19482   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
19483   0.0 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
19484   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
19485   0.0 /usr/libexec/secinitd
19486   0.0 /usr/sbin/cfprefsd
19487   0.0 /usr/libexec/trustd
19488   0.0 /usr/libexec/trustdFileHelper
19489   0.0 /usr/libexec/containermanagerd
19527   0.0 /usr/libexec/routined
19543   0.0 /usr/libexec/wifip2pd
19649   0.0 /System/Library/PrivateFrameworks/SkyLight.framework//Versions/A/Resources/AquaAppearanceHelper.app/Contents/MacOS/AquaAppearanceHelper
20033   0.0 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
20039   0.0 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
20040   0.0 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
20041   0.0 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
20047   0.0 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
20092   0.0 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
20098   0.0 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
20099   0.0 /usr/libexec/sandboxd
20105   0.0 /usr/libexec/remindd
20106   0.0 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
20107   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
20109   0.0 /usr/libexec/findmylocateagent
20110   0.0 /usr/libexec/searchpartyuseragent
20111   0.0 /usr/libexec/findmydeviced
20381   0.0 /usr/libexec/containermanagerd_system
20734   0.0 /usr/libexec/mobileactivationd
20736   0.0 /usr/libexec/findmydevice-user-agent
20745   0.0 /usr/libexec/storagekitd
20754   0.0 /usr/libexec/fskitd
20755   0.0 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
20756   0.0 /usr/libexec/triald
20757   0.0 /usr/libexec/AssetCache/AssetCache
20758   0.0 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
20759   0.0 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
20761   0.0 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
20762   0.0 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
20764   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
20770   0.0 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
20771   0.0 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
20776   0.0 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
21974   0.0 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container
22640   0.0 /Users/jagatranvo/.nvm/versions/node/v23.5.0/bin/node
22643   0.0 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
22645   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/chrome_crashpad_handler
22649   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
22650   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
22651   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
